Message,Category
Audrie lousy autocorrect,ham
"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",ham
"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",ham
"No I'm good for the movie, is it ok if I leave in an hourish?",ham
I dont. Can you send it to me. Plus how's mode.,ham
I'm freezing and craving ice. Fml,ham
I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,ham
You have 1 new voicemail. Please call 08719181513.,spam
Lil fever:) now fine:),ham
Understand. his loss is my gain :) so do you work? School?,ham
E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,ham
"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",ham
"Trust me. Even if isn't there, its there.",ham
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,ham
Can come my room but cannot come my house cos my house still messy... Haha...,ham
"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",ham
"By the way, 'rencontre' is to meet again. Mountains dont....",ham
K k:) sms chat with me.,ham
"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",ham
I dont understand your message.,ham
The hair cream has not been shipped.,ham
"K, if u bored up just come to my home..",ham
Today my system sh get ready.all is well and i am also in the deep well,ham
I jokin oni lar.. Ü busy then i wun disturb ü.,ham
Thank god they are in bed!,ham
Hmm...Bad news...Hype park plaza $700 studio taken...Only left 2 bedrm-$900...,ham
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham
....photoshop makes my computer shut down.,ham
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",ham
What's your room number again? Wanna make sure I'm knocking on the right door,ham
Pandy joined 4w technologies today.he got job..,ham
Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX,spam
Can ü all decide faster cos my sis going home liao..,ham
But i have to. I like to have love and arrange.,ham
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try",ham
I attended but nothing is there.,ham
Nah dub but je still buff,ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",ham
"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription",spam
Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,ham
Lol they don't know about my awesome phone. I could click delete right now if I want.,ham
Yup...,ham
"K, wen ur free come to my home and also tel vikky i hav sent mail to him also.. Better come evening il be free today aftr 6pm..:-)",ham
"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).",ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. £1.50 SP:Tyrone,spam
"Aight, text me tonight and we'll see what's up",ham
Great! How is the office today?,ham
18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,spam
Normally i use to drink more water daily:),ham
S....s...india going to draw the series after many years in south african soil..,ham
"Yeah, we got one lined up for us",ham
And pls pls drink plenty plenty water,ham
How long does applebees fucking take,ham
Watching ajith film ah?,ham
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",ham
HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,ham
All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,ham
Shall I bring us a bottle of wine to keep us amused? Only joking! I‘ll bring one anyway,ham
I liked your new house,ham
What are youdoing later? Sar xxx,ham
I'm in a movie. Call me 4 wat?,ham
"Life is nothing wen v get everything. But ""life is everything wen v miss something "". Real value of people wil be realized only in their absence.... gud mrng",ham
Don know..he is watching film in computer..,ham
wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,spam
He remains a bro amongst bros,ham
Its hard to believe things like this. All can say lie but think twice before saying anything to me.,ham
Haha... Really oh no... How? Then will they deduct your lesson tmr?,ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham
The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free,ham
FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,spam
No dear i do have free messages without any recharge. Hi hi hi,ham
"Sorry, I'll call later in meeting",ham
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",ham
Ü say until like dat i dun buy ericsson oso cannot oredi lar...,ham
"Yes, princess. Toledo.",ham
Love it! I want to flood that pretty pussy with cum...,ham
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+",spam
aathi..where are you dear..,ham
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,spam
Lol now I'm after that hot air balloon!,ham
Dear :-/ why you mood off. I cant drive so i brother to drive,ham
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham
What Today-sunday..sunday is holiday..so no work..,ham
K and you're sure I don't have to have consent forms to do it :V,ham
So wats ur opinion abt him and how abt is character?,ham
No calls..messages..missed calls,ham
"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",ham
"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",spam
"Don't worry, * is easy once have ingredients!",ham
"Sorry, I'll call later",ham
What is important is that you prevent dehydration by giving her enough fluids,ham
"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",spam
They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,ham
Ok thanx...,ham
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,spam
"yeah, that's what I was thinking",ham
Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,ham
Lol alright i was thinkin that too haha,ham
"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?",ham
Stop the story. I've told him i've returned it and he's saying i should not re order it.,ham
"Haha... Sounds crazy, dunno can tahan anot...",ham
A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),ham
I'm thinking that chennai forgot to come for auction..,ham
Oh for fuck's sake she's in like tallahassee,ham
"Aight, we'll head out in a few",ham
Eh u send wrongly lar...,ham
U can call now...,ham
Buy Space Invaders 4 a chance 2 win orig Arcade Game console. Press 0 for Games Arcade (std WAP charge) See o2.co.uk/games 4 Terms + settings. No purchase,spam
Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),ham
Ü ready then call me...,ham
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only,spam
"Didn't try, g and I decided not to head out",ham
Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,ham
Yup... From what i remb... I think should be can book...,ham
"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with",ham
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham
"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter..",ham
I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,ham
When should I come over?,ham
"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies",ham
"Ooh, 4got, i'm gonna start belly dancing in moseley weds 6.30 if u want 2 join me, they have a cafe too.",ham
Ok.,ham
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,spam
"Alright, we're all set here, text the man",ham
Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema.,ham
We have pizza if u want,ham
Have you been practising your curtsey?,ham
Not to worry. I'm sure you'll get it.,ham
Prepare to be pounded every night...,ham
Oh yeah clearly it's my fault,ham
"ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx",ham
"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?",ham
