,Message,Category,Predicted
4117,Was the actual exam harder than NBME,ham,ham
4118,Your dad is back in ph?,ham,ham
4119,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",spam,spam
4120,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,spam,spam
4121,&lt;#&gt;  mins but i had to stop somewhere first.,ham,ham
4122,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3",spam,spam
4123,"Tunde, how are you doing. This is just wishing you a great day. Abiola.",ham,ham
4124,Pls speak with me. I wont ask anything other then you friendship.,ham,ham
4125,Hows the street where the end of library walk is?,ham,ham
4126,I‘m parked next to a MINI!!!! When are you coming in today do you think?,ham,ham
4127,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj",ham,ham
4128,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*",ham,ham
4129,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,ham,ham
4130,Do u noe how 2 send files between 2 computers?,ham,ham
4131,You still at grand prix?,ham,ham
4132,If you r @ home then come down within 5 min,ham,ham
4133,How dare you change my ring,ham,ham
4134,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham,ham
4135,Whats the staff name who is taking class for us?,ham,ham
4136,Yeah I'll try to scrounge something up,ham,ham
4137,Both :) i shoot big loads so get ready!,ham,ham
4138,Hi. I'm sorry i missed your call. Can you pls call back.,ham,ham
4139,Lmao. Take a pic and send it to me.,ham,ham
4140,Then why no one talking to me,ham,ham
4141,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,spam,spam
4142,"Yep, at derek's house now, see you Sunday &lt;3",ham,ham
4143,PS U no ur a grown up now right?,ham,ham
4144,Should I head straight there or what,ham,ham
4145,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,ham,ham
4146,Okie,ham,ham
4147,My sister got placed in birla soft da:-),ham,ham
4148,7 lor... Change 2 suntec... Wat time u coming?,ham,ham
4149,Havent.,ham,ham
4150,:-) yeah! Lol. Luckily i didn't have a starring role like you!,ham,ham
4151,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,spam,spam
4152,If I was I wasn't paying attention,ham,ham
4153,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.,ham,ham
4154,"Yo carlos, a few friends are already asking me about you, you working at all this weekend?",ham,ham
4155,Once free call me sir.,ham,ham
4156,Aiyo please ü got time meh.,ham,ham
4157,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham,ham
4158,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,ham,ham
4159,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",ham,ham
4160,Tell me whos this pls:-),ham,ham
4161,K.k.this month kotees birthday know?,ham,ham
4162,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham,ham
4163,No need to buy lunch for me.. I eat maggi mee..,ham,ham
4164,"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,ham
4165,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",ham,ham
4166,"Aight, lemme know what's up",ham,ham
4167,I am thinking of going down to reg for pract lessons.. Flung my advance.. Haha wat time u going?,ham,ham
4168,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all,ham,ham
4169,K I'll take care of it,ham,ham
4170,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,ham,ham
4171,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham,ham
4172,"Aight, I'll ask a few of my roommates",ham,ham
4173,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",ham,ham
4174,Do we have any spare power supplies,ham,ham
4175,No it's waiting in e car dat's bored wat. Cos wait outside got nothing 2 do. At home can do my stuff or watch tv wat.,ham,ham
4176,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,ham,ham
4177,"Text me when you get off, don't call, my phones having problems",ham,ham
4178,"V-aluable. A-ffectionate. L-oveable. E-ternal. N-oble. T-ruthful. I-ntimate. N-atural. E-namous. Happy ""VALENTINES DAY"" in advance",ham,ham
4179,"I'm a guy, browsin is compulsory",ham,ham
4180,Oh... Okie lor...We go on sat...,ham,ham
4181,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",ham,ham
4182,First has she gained more than  &lt;#&gt; kg since she took in. Second has she done the blood sugar tests. If she has and its ok and her blood pressure is within normal limits then no worries,ham,ham
4183,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same.",ham,ham
4184,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,ham,ham
4185,As a Registered Subscriber yr draw 4 a £100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,spam,spam
4186,Why did I wake up on my own &gt;:(,ham,ham
4187,That's a shame! Maybe cld meet for few hrs tomo?,ham,ham
4188,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",ham,ham
4189,It took Mr owl 3 licks,ham,ham
4190,K.k:)apo k.good movie.,ham,ham
4191,At home also.,ham,ham
4192,Ha... U jus ate honey ar? So sweet...,ham,ham
4193,"Haha, just what I was thinkin",ham,ham
4194,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,ham,ham
4195,Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW,spam,spam
4196,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,spam,spam
4197,You all ready for * big day tomorrow?,ham,ham
4198,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.,ham,ham
4199,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic",spam,spam
4200,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up...",ham,ham
4201,Yes! How is a pretty lady like you single?,ham,ham
4202,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham,ham
4203,I tagged MY friends that you seemed to count as YOUR friends.,ham,ham
4204,I notice you like looking in the shit mirror youre turning into a right freak,ham,ham
4205,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,ham,ham
4206,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?,spam,spam
4207,Hi' Test on  &lt;#&gt; rd ....,ham,ham
4208,Tell dear what happen to you. Why you talking to me like an alian,ham,ham
4209,Going to join tomorrow.,ham,ham
4210,Did you stitch his trouser,ham,ham
4211,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,spam
4212,"How are you, my Love ? Are you with your brother ? Time to talk english with him ? *grins* Say : Hey Muhommad, Penny says hello from across the sea",ham,ham
4213,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",ham,ham
4214,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx,ham,ham
4215,U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,ham,ham
4216,No my mum went 2 dentist.,ham,ham
4217,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,ham,ham
4218,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston.",ham,ham
4219,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,ham,ham
4220,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam,spam
4221,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",spam,spam
4222,"Call me, i am senthil from hsbc.",ham,ham
4223,Match started.india  &lt;#&gt;  for 2,ham,ham
4224,Great. P diddy is my neighbor and comes for toothpaste every morning,ham,ham
4225,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side,ham,ham
4226,Howz that persons story,ham,ham
4227,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham,ham
4228,Hey! do u fancy meetin me at 4 at cha  hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x,ham,ham
4229,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham,ham
4230,Wat time ü wan today?,ham,ham
4231,When are you guys leaving?,ham,ham
4232,Valentines Day Special! Win over £1000 in our quiz and take your partner on the trip of a lifetime! Send GO to 83600 now. 150p/msg rcvd. CustCare:08718720201.,spam,spam
4233,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,ham,ham
4234,Sday only joined.so training we started today:),ham,ham
4235,"Ok thats cool. Its , just off either raglan rd or edward rd. Behind the cricket ground. Gimme ring when ur closeby see you tuesday.",ham,ham
4236,You see the requirements please,ham,ham
4237,I don't know but I'm raping dudes at poker,ham,ham
4238,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam,spam
4239,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or £1000. To claim txt DIS to 87121 18+6*£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",spam,spam
4240,U dun say so early hor... U c already then say...,ham,ham
4241,I will once i get home,ham,ham
4242,Ü collecting ur laptop then going to configure da settings izzit?,ham,ham
4243,if you aren't here in the next  &lt;#&gt;  hours imma flip my shit,ham,ham
4244,This is all just creepy and crazy to me.,ham,ham
4245,U should have made an appointment,ham,ham
4246,I need you to be in my strong arms...,ham,ham
4247,Sure but since my parents will be working on Tuesday I don't really need a cover story,ham,ham
4248,Ya just telling abt tht incident..,ham,ham
4249,Nooooooo I'm gonna be bored to death all day. Cable and internet outage.,ham,ham
4250,K sure am in my relatives home. Sms me de. Pls:-),ham,ham
4251,Ok no prob... I'll come after lunch then...,ham,ham
4252,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...,ham,ham
4253,"Sir, i am waiting for your call, once free please call me.",ham,ham
4254,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",ham,ham
4255,Probably money worries. Things are coming due and i have several outstanding invoices for work i did two and three months ago.,ham,ham
4256,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,ham,ham
4257,You have 1 new voicemail. Please call 08719181513.,spam,spam
